id	jp	en	source	confidence	notes
501	オートアタック　「オートアタック」を行います。　 ターゲットしている敵に対して自動的に　「アタック」を行い、ターゲットしている　 敵から自動的に身を守ります。	Autoattack  Allow for use of Autoattack.  Player automatically attacks and  defends themselves from enemies  targeted by the Player.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
10	戦利品自動取得　戦利品の自動取得が有効です。	Auto Loot Recovery  Auto Loot Recovery is enabled.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
342	お礼「お礼」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Gratitude  Perform the ""Gratitude"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
409	クラッカー　「クラッカー」のエモートを行います。　 鳴らせばみんなが楽しくなる。	"Party Popper  Perform the ""Party Popper"" Emote.　 Everyone will have fun when they hear this."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
8	悪魔変装　一時的に悪魔に変装します。	Demon Disguise  Disguise as Demon temporarily.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
12	遠隔アイテム倉庫　アイテム倉庫を遠隔操作して、　呼び出します。	Remote Deposit  Remotely use an Item Depository.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
365	号令「号令」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Cheer  Perform the ""Cheer"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
332	断る「断る」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Decline  Perform the ""Decline"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
304	泣く　「泣く」のエモートを行います。	"Cry  Perform the ""Cry"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
364	泣く「泣く」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Cry  Perform the ""Cry"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
363	起きて「起きて」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Wake-up  Perform the ""Wake-up"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
104	パートナーに切り替え　パートナーに操作を切り替えます。	Switch to Partner  Switch to Partner control.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
404	サイコロ　「サイコロ」を振るエモートを行います。 　おイタをすると痛い目みますよ。	Roll a Die  Roll a 6-sided die.  Don't throw it at other  players!	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
402	じゃんけん【チョキ】　「じゃんけん【チョキ】」の　 エモートを行います。 　出し方によっては田舎者扱いされる。	"Scissors (RPS)  Throw out ""Scissors"" in a  best-of-three game of  Rock-Paper-Scissors."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
319	さよなら「さよなら」のボイスエモートを行います。　ＣＶ.沢城みゆき	"Farewell  Perform the ""Farewell"" Voice Emote.  CV: Miyuki Sawashiro"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
301	あいさつ　「あいさつ」のエモートを行います。	"Greeting  Perform the ""Greeting"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
11	戦利品自動取得　戦利品の自動取得が無効です。	Auto Loot Recovery  Auto Loot Recovery is disabled.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
314	キス　「キス」のエモートを行います。	"Kiss  Perform the ""Kiss"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
204	ブラックリスト登録　ターゲットをブラックリストに　登録します。	Register to Blacklist  Register the target to  your Blacklist.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
368	断る「断る」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Decline  Perform the ""Decline"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
327	起きて「起きて」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Wake-up  Perform the ""Wake-up"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
111	思いやる３　パートナーとして常に共に在る仲魔へと、　感謝と愛情を形にするコマンド。　自分自身の仲魔に対して、　親密度が上昇する。　更に、仲魔の親密度が高い場合、　プレゼントを貰える事がある。　このコマンドは、1度使用すると、　20時間経過するまで、再使用できない。	Care 3  Show appreciation and affection  to your summoned partner.  Your summoned partner's Friendship  Level increases.  *Can be used once every 20 hours.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
336	肩組み　「肩組み」のエモートを行います。	"Shoulder-to-shoulder  Perform the ""Shoulder-to-shoulder"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
328	泣く「泣く」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Cry  Perform the ""Cry"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
403	じゃんけん【パー】　「じゃんけん【パー】」の　 エモートを行います。　 相手に張り手をしないようにしましょう。	"Paper (RPS)  Throw out ""Paper"" in a  best-of-three game of  Rock-Paper-Scissors."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
202	パーティ勧誘　ターゲットをパーティに勧誘します。	Party Invite  Invite the target to your Party.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
7	リロード　同じ種類でスタック数のより多い弾丸に　装備を変更します。	Reload  Equip the largest stack of   the same type of bullets used.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
107	思いやる　パートナーとして常に共に在る仲魔へと、　感謝と愛情を形にするコマンド。　自分自身の仲魔に対して、　親密度が上昇する。　更に、仲魔の親密度が高い場合、　プレゼントを貰える事がある。　このコマンドは、1度使用すると、　20時間経過するまで、再使用できない。	Care  Show appreciation and affection  to your summoned partner.  Your summoned partner's Friendship  Level increases.  *Can be used once every 20 hours.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
345	あいさつ「あいさつ」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Greeting  Perform the ""Greeting"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
353	賛同「賛同」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Agree  Perform the ""Agree"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
502	オートサーチ　「オートサーチ」を行います。　 周囲にいる敵を見つけ出し、　 ターゲットとして定めます。	Autosearch  Allow for use of Autosearch.  Player automatically searches  for enemies in the vicinity  and locks onto them.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
2	立つ　休憩を止めて立ち上がります。　ＨＰ・ＭＰの自然回復のスピードは　元の速さに戻ります。	Stand  End your break and get back to work.   HP and MP regeneration rate   returns to normal.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
14	自動回復　「自動回復」を行います。　自分のＨＰやＭＰが減少した時、　自動回復設定で設定された　回復アイテムを自動的に使います。　自動回復は無効です。	Autocure  Allow for use of Autocure.  Player automatically recovers  HP and MP when they drop using  items specified by the Player.    Autocure is disabled.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
371	了解「了解」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Understanding Consent  Perform the ""Understanding Consent"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
335	了解「了解」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Understanding Consent  Perform the ""Understanding Consent"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
9	悪魔変装解除　悪魔変装を解除します。	Disable Demon Disguise  Disable temporary Demon Disguise.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
306	断る　「断る」のエモートを行います。	"Decline  Perform the ""Decline"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
109	抱き寄せる　パートナーとして常に共に在る仲魔へと、　感謝と愛情を大胆に表現するコマンド。　自分自身の仲魔に対して、　親密度が上昇する。　更に、仲魔の親密度が高い場合、　プレゼントを貰える事がある。　このコマンドは、1度使用すると、　20時間経過するまで、再使用できない。	Hug  Show appreciation and affection  to your summoned partner.  Your summoned partner's Friendship  Level increases.  *Can be used once every 20 hours.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
366	指をさす「指をさす」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Point a Finger  Perform the ""Point a Finger"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
201	トレード申請　ターゲットにアイテムのトレードを　申請します。	Trade Request  Request a trade with  the target.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
321	おやすみ「おやすみ」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Good-night  Perform the ""Good-night"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
330	指をさす「指をさす」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Point a Finger  Perform the ""Point a Finger"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
15	遠隔悪魔倉庫　悪魔倉庫を遠隔操作して、　呼び出します。	Remote Demon Depository  Remotely use Demon Depository	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
205	クラン勧誘　ターゲットをクランに勧誘します。	Clan Invite  Invite the target to your Clan.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
305	了解　「了解」のエモートを行います。	"Understanding Consent  Performs the ""Consent"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
315	握手　「握手」のエモートを行います。	"Handshake  Perform the ""Handshake"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
405	コイントス　「コイントス」のエモートを行います。　「幸運は自分の手で掴みとるものさ」　 という口癖の男は、両面が表のコインを 　使用している詐欺師かもしれない。	Coin Toss  Flip a coin.  Don't forget to call  Head or Tail!	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
354	拍手「拍手」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Applaud  Perform the ""Applaud"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
362	気合「気合」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Fired Up  Perform the ""Fired Up"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
310	拍手　「拍手」のエモートを行います。	"Applaud  Perform the ""Applaud"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
339	マッスルポーズ　「マッスルポーズ」のエモートを行います。	"Muscle Pose  Perform the ""Muscle Pose"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
361	あいさつ「あいさつ」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Greeting  Perform the ""Greeting"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
367	笑う「笑う」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Laugh  Perform the ""Laugh"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
1	座る　地面に座って休憩します。　休憩中はＨＰ・ＭＰの自然回復の　スピードを速めます。	Sit  [AI P2] Sit on the ground and rest.  HP and MP regeneration rate is  increased.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
206	レンタル申請　ターゲットにアイテムのレンタルを　申請します。	Rental Request  Request to rent an item from  the target.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
351	笑う「笑う」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Laugh  Perform the ""Laugh"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
317	お礼「お礼」のボイスエモートを行います。　ＣＶ.沢城みゆき	"Gratitude  Perform the ""Gratitude"" Voice Emote.  CV: Miyuki Sawashiro"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
358	お礼「お礼」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Gratitude  Perform the ""Gratitude"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
346	気合「気合」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Fired Up  Perform the ""Fired Up"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
5	アクセス　ターゲットに攻撃したり、　話し掛けたり、調べたりします。	Access  Attack, Talk to,   or Investigate a target.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
316	あいさつ「あいさつ」のボイスエモートを行います。　ＣＶ.沢城みゆき	"Greeting  Perform the ""Greeting"" Voice Emote.  CV: Miyuki Sawashiro"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
3	自動移動　移動し続けます。	Automatic Move  Continue Movement.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
349	号令「号令」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Cheer  Perform the ""Cheer"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
408	猿舞　「猿舞」のエモートを行います。　 またの名をモンキーダンスという。　 何世代か前に流行ったダンスが現代に　 甦る。あの興奮をもう一度どうぞ。	"Monkey Dance  Perform the ""Monkey Dance"" Emote.  Bananas are optional."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
312	指をさす　「指をさす」のエモートを行います。	"Point a Finger  Perform the ""Point a Finger"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
407	バク宙　「バク宙」のエモートを行います。　 細かいことなんて気にせずに　 さぁ、みんなでＬｅｔ’ｓ　バク宙！！	"Backflip  Perform the ""Backflip"" Emote.  When life's getting you down,  do a 360 and start over!"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
347	起きて「起きて」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Wake-up  Perform the ""Wake-up"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
4	追跡移動　ターゲットを追って、移動し続けます。	Track Move  Automatically follow a target.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
359	さよなら「さよなら」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Farewell  Perform the ""Farewell"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
322	お礼「お礼」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Gratitude  Perform the ""Gratitude"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
338	地団駄　「地団駄」のエモートを行います。	"Stomp  Perform the ""Stomp"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
334	拍手「拍手」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Applaud  Perform the ""Applaud"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
102	待機命令　自分自身を追ってくるよう、　パートナーに命令します。	Standby Command  Order your partner  to follow your lead.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
348	泣く「泣く」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Cry  Perform the ""Cry"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
203	フレンド申請　ターゲットにフレンド登録を申請します。	Friend Request  Request to register the target  as a Friend.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
303	笑う　「笑う」のエモートを行います。	"Laugh  Perform the ""Laugh"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
110	思いやる２　パートナーとして常に共に在る仲魔へと、　感謝と愛情を形にするコマンド。　自分自身の仲魔に対して、　親密度が上昇する。　更に、仲魔の親密度が高い場合、　プレゼントを貰える事がある。　このコマンドは、1度使用すると、　20時間経過するまで、再使用できない。	Care 2  Show appreciation and affection  to your summoned partner.  Your summoned partner's Friendship  Level increases.  *Can be used once every 20 hours.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
324	よろしく「よろしく」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Regards  Perform the ""Regards"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
323	さよなら「さよなら」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Farewell  Perform the ""Farewell"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
355	了解「了解」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Understanding Consent  Perform the ""Understanding Consent"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
313	ではまた　「ではまた」のエモートを行います。	"See You Again  Perform the ""See You Again"" Emote."	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
369	賛同「賛同」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Agree  Perform the ""Agree"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
325	あいさつ「あいさつ」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Greeting  Perform the ""Greeting"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
105	騎乗　召喚中のパートナーに騎乗します。　騎乗中は移動速度が上昇する代わりに、　専用アイテムの耐久値が減少します。	Mount  Mount a summoned partner.  While mounted, movement speed increases,  But your Intaglio Ring's durability decreases.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
352	断る「断る」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Decline  Perform the ""Decline"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
13	自動回復　「自動回復」を行います。　自分のＨＰやＭＰが減少した時、　自動回復設定で設定された　回復アイテムを自動的に使います。　自動回復は有効です。	Autocure  Allow for use of Autocure.  Player automatically recovers  HP and MP when they drop using  items specified by the Player.    Autocure is enabled.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
340	おめでとう「おめでとう」の　ボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Congrats  Perform the ""Congrats"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
357	おやすみ「おやすみ」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Good-night  Perform the ""Good-night"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
6	助けを求める　他のプレイヤーキャラクターに　助けを求めます。	Ask for Help  Ask another player  for help.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
329	号令「号令」のボイスエモートを行います。　朧（ＣＶ.沢城みゆき）	"Cheer  Perform the ""Cheer"" Voice Emote.  Oboro (CV: Miyuki Sawashiro)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
350	指をさす「指をさす」のボイスエモートを行います。　紫（ＣＶ.花澤香菜）	"Point a Finger  Perform the ""Point a Finger"" Voice Emote.  Murasaki (CV: Kana Hanazawa)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
360	よろしく「よろしく」のボイスエモートを行います。　葵（ＣＶ.ゆかな）	"Regards  Perform the ""Regards"" Voice Emote.  Aoi (CV: Yukana)"	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
101	攻撃命令　自由に戦うよう、　パートナーに命令します。	Attack Command  Order your partner  to attack freely.	Client/CMessageData_basicCommandHelp	high	JP↔EN same record ID
31	仲魔の情報　仲魔の情報を呼び出します。	Demon Info  Call up Demon Info.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
40	ブラックリスト　ブラックリストを呼び出します。	Blacklist  Call up Blacklist.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
61	スキルコマンド　スキルコマンドの一覧を呼び出します。	Skill Command  Call up catalogue of Skill Command.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
57	パーティリスト　パーティリストを呼び出します。	Party List  Call up Party List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
301	画面を元の状態に戻します。	Return screen to normal.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
59	アイテムショップ　アイテムショップを呼び出します。	Item Shop  Call up Item Shop.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
67	ヘルプウィンドウ　ヘルプウィンドウを呼び出します。	Help  Call up the Help List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
38	パーティメンバーリスト　パーティメンバーリストを呼び出します。	Party Member List  Call up Party Member List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
27	クエスト　クエストリストを呼び出します。	Quest  Display the Quest List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
66	ＶＥＲＳＵＳチーム情報　ＶＥＲＳＵＳに参加するチームメンバーに　関する情報を表示します。	Versus Team  Call up the Team Menu.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
63	ＬＮＣ　ＬＮＣ表を呼び出します。	LNC  Call up LNC Display.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
23	貴重品リスト　貴重品リストを呼び出します。	Valuables List  Call up Valuables List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
15	コミュニケーションメニュー　コミュニケーションメニューを　呼び出します。	Communication Menu  Call up Communications Menu.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
64	ＤＢ－ＮＥＴ　ＤＢ－ＮＥＴ（会員ページ）へ　アクセスします。	DB-NET  Accessing DB-NET  (Member Site)...	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
24	地図リスト　地図リストを呼び出します。	Map List  Call up Map List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
51	クランメンバーリスト　クランメンバーリストを呼び出します。	Clan Member list  Call up Clan Member List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
17	チャンネル移動　移動先のチャンネルのリストを　呼び出します。	Channel Move  Call up Channel Move.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
16	システムメニュー　システムメニューを呼び出します。	System Menu  Call up System Menu.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
1	無し	None	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
39	フレンドリスト　フレンドリストを呼び出します。	Friends List  Call up Friends List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
62	エキスパート　エキスパートの一覧を呼び出します。	Expertise  Call up catalogue of Expertise.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
22	ポスト　ポストを呼び出します。	Mailbox  Call up Mailbox.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
56	トレードリスト　トレードリストを呼び出します。	Trade List  Call up Trade List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
55	発着信リスト　発着信リストを呼び出します。	Sent/Recv Mesg List  Call up Sent/Recv Mesg List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
25	地図　地図を呼び出します。	Map  Call up Map.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
13	仲魔リスト　仲魔リストを呼び出します。	Demon List  Call up Demon List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
54	クエスト・エピソードリスト　クエスト・エピソードリストを　呼び出します。	Quest/Episode List  Call up Quest/Episode List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
65	ＶＥＲＳＵＳ　ＶＥＲＳＵＳに関する各種情報を　表示します。	Versus  Call up Versus Menu.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
42	ゲーム終了　ログアウトして、ゲームを終了します。	Finish Game  Logout and quit game.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
26	エピソード　エピソードリストを呼び出します。	Episode  Display the Episode List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
12	自分の情報　自分の情報を呼び出します。	Personal Info  Call up Personal Info.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
68	ペンタルファ　ペンタルファに関する各種情報を　表示します。	Pentalpha  Call up Pentalpha Info.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
43	オプション　オプションを呼び出します。	Options  Call up Options.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
41	キャラクター選択　ログアウトして、　キャラクター選択画面に戻ります。	Character Select  Logout and return to    the Character select screen.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
14	アイテムリスト　アイテムリストを呼び出します。	Item List  Call up Item List.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
60	キーコンフィグ　キーコンフィグを呼び出します。	Key Config  Call up Key Config.	Client/CMessageData_IFCommandHelp	high	JP↔EN same record ID
4009	御魂とお別れぇぇ…かなしぃぃ…オレもぉ…逝きそうだったぞぉぉ…	Faaaareweeell, Mitama... i'm saaaaad...I waaas goiiiing to diiieee... toooo...	Client/CMessageData_yorosiku	high	JP↔EN same record ID
1001	やれやれ、また一からやりなおしか。覚悟はいいな？　付き合ってもらうぞ。	Well, here we go again. I'm sorry to sayI'm not any less difficult than I was before.	Client/CMessageData_yorosiku	high	JP↔EN same record ID
6000	主よ、待たせたな……我の新たなる力、見せてしんぜよう……	I am sorry to have kept you waiting, master.My new powers shall greatly assist you.	Client/CMessageData_yorosiku	high	JP↔EN same record ID
5003	これでまた新たな力を得られますね。我が身、どこまでも貴方と参りましょう。	These powers are as much yours as they are mine.I will follow wherever you go.	Client/CMessageData_yorosiku	high	JP↔EN same record ID
2007	ウヒャヒャ！　ミッタマを感ジルうぅうぅ！	GWAAAHOOO! MIIITAAMAAAA!!	Client/CMessageData_yorosiku	high	JP↔EN same record ID
1007	グヒャヒャ！　リ・ユ・ニ・オーン！	GWAAAHOOO! REEEBIIIRTH!!	Client/CMessageData_yorosiku	high	JP↔EN same record ID
5000	再び高みを目指すのだな。よかろう、我もまた汝と共にあろう。	Aim for greatness, once more.I shall surely follow thee.	Client/CMessageData_yorosiku	high	JP↔EN same record ID
0	我、名を%sと申すなり。汝に従いて、覇道を往かん……	I am known as %s.I shall follow thee on the path to glory.	Client/CMessageData_yorosiku	high	JP↔EN same record ID
1006	おう、待たせたな！さっさとレベルを上げにいこうぜ！	Sorry to keep you waiting, kid!Now let's go bump up our levels!	Client/CMessageData_yorosiku	high	JP↔EN same record ID
6007	ウヒャヒャ！チチ、チッ、チッカラを感ジルうぅうぅ！	GWAAAHOOO!I CAN FEEL THE PO- POW- POWER!	Client/CMessageData_yorosiku	high	JP↔EN same record ID
101	予定とは違う悪魔が出来て&#10;しまったようじゃな。	Seemed like it's a different type of demon you've expected...	Client/CMessageData_yorosiku	high	JP↔EN same record ID
